[2016-12-29 11:26:05.535] [WARN] nomel - GET /
[2016-12-30 13:51:59.831] [WARN] nomel - GET /
[2016-12-30 13:52:04.374] [ERROR] nomel - GET /dadui
[2016-12-30 15:43:21.687] [INFO] nomel - POST /dadui/add
[2016-12-30 15:43:37.911] [INFO] nomel - POST /dadui/add
[2016-12-30 15:45:54.305] [INFO] nomel - POST /dadui/add
[2016-12-30 15:48:22.733] [INFO] nomel - POST /dadui/add
[2016-12-30 15:49:00.261] [INFO] nomel - POST /dadui/add
[2016-12-30 15:49:18.483] [INFO] nomel - POST /dadui/add
[2016-12-30 15:54:50.884] [INFO] nomel - POST /dadui/add
[2016-12-30 15:55:42.865] [INFO] nomel - POST /dadui/add
[2016-12-30 15:58:27.516] [INFO] nomel - POST /dadui/add
[2016-12-30 16:04:57.956] [INFO] nomel - POST /dadui/add
[2016-12-30 16:06:17.745] [INFO] nomel - POST /dadui/add
[2016-12-30 16:22:58.990] [INFO] nomel - POST /dadui/add
[2016-12-30 16:26:28.286] [INFO] nomel - GET /dadui/delete?id=13
[2016-12-30 16:32:51.139] [INFO] nomel - POST /dadui/add
[2016-12-30 16:59:10.361] [INFO] nomel - POST /dadui/update
[2016-12-30 16:59:24.772] [INFO] nomel - POST /dadui/update
[2016-12-30 16:59:36.997] [INFO] nomel - POST /dadui/update
[2016-12-30 17:03:44.749] [INFO] nomel - GET /dadui/queryById?id=38
[2016-12-30 17:04:15.886] [INFO] nomel - GET /dadui/queryById?id=38
[2016-12-30 17:04:27.586] [INFO] nomel - GET /dadui/queryAll
[2016-12-30 17:04:44.543] [INFO] nomel - GET /dadui/queryAll
[2016-12-30 17:33:24.776] [ERROR] nomel - GET /
[2016-12-30 17:36:05.256] [INFO] nomel - GET /
[2016-12-30 17:36:29.045] [WARN] nomel - GET /
[2016-12-30 17:36:29.500] [WARN] nomel - GET /
[2016-12-30 17:36:29.987] [WARN] nomel - GET /
[2016-12-30 17:36:30.391] [WARN] nomel - GET /
[2016-12-30 17:36:30.652] [WARN] nomel - GET /
[2016-12-30 17:36:30.846] [WARN] nomel - GET /
[2016-12-30 17:36:31.027] [WARN] nomel - GET /
[2016-12-30 17:36:31.499] [WARN] nomel - GET /
[2016-12-30 17:36:31.841] [WARN] nomel - GET /
[2016-12-30 17:36:32.085] [WARN] nomel - GET /
[2016-12-30 17:36:32.305] [WARN] nomel - GET /
[2016-12-30 17:36:32.500] [WARN] nomel - GET /
[2016-12-30 17:36:32.803] [WARN] nomel - GET /
[2016-12-30 17:41:33.512] [INFO] nomel - GET /
[2016-12-30 17:41:33.530] [ERROR] nomel - GET /public/stylesheets/bootstrap.min.css
[2016-12-30 17:41:33.532] [ERROR] nomel - GET /public/stylesheets/style.css
[2016-12-30 17:41:33.534] [ERROR] nomel - GET /public/javascripts/lib/bootstrap.min.js
[2016-12-30 17:41:33.557] [ERROR] nomel - GET /public/images/ramsicon.png
[2016-12-30 17:41:34.270] [WARN] nomel - GET /
[2016-12-30 17:41:34.295] [ERROR] nomel - GET /public/stylesheets/bootstrap.min.css
[2016-12-30 17:41:34.297] [ERROR] nomel - GET /public/stylesheets/style.css
[2016-12-30 17:41:34.301] [ERROR] nomel - GET /public/javascripts/lib/bootstrap.min.js
[2016-12-30 17:41:34.927] [WARN] nomel - GET /
[2016-12-30 17:41:34.949] [ERROR] nomel - GET /public/stylesheets/bootstrap.min.css
[2016-12-30 17:41:34.949] [ERROR] nomel - GET /public/stylesheets/style.css
[2016-12-30 17:41:34.951] [ERROR] nomel - GET /public/javascripts/lib/bootstrap.min.js
[2016-12-30 17:41:37.312] [ERROR] nomel - GET /public/stylesheets/bootstrap.min.css
[2016-12-30 17:41:37.314] [ERROR] nomel - GET /public/stylesheets/style.css
[2016-12-30 17:44:42.978] [ERROR] nomel - GET /public/javascripts/lib/bootstrap.min.js
[2016-12-30 17:45:30.241] [INFO] nomel - GET /
[2016-12-30 17:45:30.260] [ERROR] nomel - GET /public/stylesheets/bootstrap.min.css
[2016-12-30 17:45:30.264] [ERROR] nomel - GET /public/stylesheets/style.css
[2016-12-30 17:47:09.541] [INFO] nomel - GET /
[2016-12-30 17:47:10.413] [WARN] nomel - GET /
[2016-12-30 17:52:58.587] [WARN] nomel - GET /
[2016-12-30 18:01:54.967] [INFO] nomel - GET /
[2016-12-30 18:02:00.351] [WARN] nomel - GET /
